sep=,
"Time","Temp. Mandata","Temp. Ripresa","Temp. Saturazione","Temp. Esterna","SP Temp. Mand.","SP Temp. Mand. Comp.","Mod. V. Mandata","Mod. V. Ripresa"
2025-11-17 19:30:00,29.3 °C,21.5 °C,30.1 °C,9.5 °C,28 °C,28.0 °C,56,44
2025-11-17 20:00:00,16.6 °C,20.6 °C,17.3 °C,8.4 °C,28 °C,28.0 °C,0,0
2025-11-17 20:30:00,16.8 °C,20.8 °C,17.3 °C,7.8 °C,28 °C,28.0 °C,0,0
2025-11-17 21:00:00,16.5 °C,21.0 °C,16.9 °C,6.1 °C,28 °C,28.4 °C,0,0
2025-11-17 21:30:00,16.6 °C,21.9 °C,17.5 °C,5.4 °C,28 °C,28.5 °C,0,0
2025-11-17 22:00:00,17.4 °C,22.1 °C,17.6 °C,5.5 °C,28 °C,28.5 °C,0,0
2025-11-17 22:30:00,16.9 °C,21.7 °C,17.0 °C,4.5 °C,28 °C,28.7 °C,0,0
2025-11-17 23:00:00,16.6 °C,22.1 °C,17.1 °C,3.3 °C,28 °C,28.9 °C,0,0
2025-11-17 23:30:00,15.8 °C,21.3 °C,16.5 °C,2.5 °C,28 °C,29.1 °C,0,0
2025-11-18 00:00:00,15.6 °C,21.2 °C,16.2 °C,1.8 °C,28 °C,29.2 °C,0,0
2025-11-18 00:30:00,15.8 °C,21.2 °C,16.0 °C,2.1 °C,28 °C,29.2 °C,0,0
2025-11-18 01:00:00,15.8 °C,21.1 °C,16.0 °C,2.1 °C,28 °C,29.2 °C,0,0
2025-11-18 01:30:00,15.9 °C,21.1 °C,16.0 °C,2.3 °C,28 °C,29.1 °C,0,0
2025-11-18 02:00:00,16.0 °C,21.0 °C,16.0 °C,2.2 °C,28 °C,29.2 °C,0,0
2025-11-18 02:30:00,16.2 °C,21.3 °C,16.6 °C,1.7 °C,28 °C,29.3 °C,0,0
2025-11-18 03:00:00,16.0 °C,21.2 °C,16.2 °C,1.3 °C,28 °C,29.3 °C,0,0
2025-11-18 03:30:00,15.6 °C,21.1 °C,16.1 °C,1.7 °C,28 °C,29.3 °C,0,0
2025-11-18 04:00:00,15.8 °C,21.5 °C,16.5 °C,2.9 °C,28 °C,29.0 °C,0,0
2025-11-18 04:30:00,15.6 °C,21.7 °C,16.4 °C,2.5 °C,28 °C,29.1 °C,0,0
2025-11-18 05:00:00,15.4 °C,21.5 °C,16.0 °C,2.2 °C,28 °C,29.2 °C,0,0
2025-11-18 05:30:00,15.2 °C,21.6 °C,15.6 °C,1.9 °C,28 °C,29.2 °C,0,0
2025-11-18 06:00:00,29.0 °C,22.9 °C,31.0 °C,3.0 °C,28 °C,29.0 °C,73,61
2025-11-18 06:30:00,31.4 °C,22.4 °C,32.8 °C,3.5 °C,28 °C,28.9 °C,65,57
2025-11-18 07:00:00,31.1 °C,22.1 °C,31.7 °C,4.4 °C,28 °C,28.7 °C,68,58
2025-11-18 07:30:00,29.5 °C,21.9 °C,30.7 °C,4.7 °C,28 °C,28.7 °C,61,53
2025-11-18 08:00:00,26.5 °C,21.9 °C,27.4 °C,5.7 °C,28 °C,28.5 °C,63,53
2025-11-18 08:30:00,26.5 °C,22.1 °C,28.0 °C,6.1 °C,28 °C,28.4 °C,70,61
2025-11-18 09:00:00,29.2 °C,21.9 °C,30.5 °C,5.8 °C,28 °C,28.4 °C,65,53
2025-11-18 09:30:00,31.4 °C,21.7 °C,32.9 °C,7.1 °C,28 °C,28.2 °C,68,52
2025-11-18 10:00:00,30.9 °C,21.3 °C,32.3 °C,7.7 °C,28 °C,28.1 °C,61,51
2025-11-18 10:30:00,28.0 °C,21.1 °C,29.6 °C,8.1 °C,28 °C,28.0 °C,62,50
2025-11-18 11:00:00,25.9 °C,21.0 °C,27.9 °C,8.9 °C,28 °C,28.0 °C,62,54
2025-11-18 11:30:00,26.3 °C,20.6 °C,28.3 °C,8.5 °C,28 °C,28.0 °C,67,59
2025-11-18 12:00:00,28.7 °C,20.5 °C,31.0 °C,9.4 °C,28 °C,28.0 °C,64,54
2025-11-18 12:30:00,30.6 °C,20.4 °C,32.0 °C,9.5 °C,28 °C,28.0 °C,59,47
2025-11-18 13:00:00,30.6 °C,20.5 °C,32.3 °C,9.8 °C,28 °C,28.0 °C,58,48
2025-11-18 13:30:00,28.8 °C,21.0 °C,30.6 °C,10.9 °C,28 °C,28.0 °C,60,51
2025-11-18 14:00:00,26.0 °C,20.7 °C,27.6 °C,11.5 °C,28 °C,28.0 °C,67,58
2025-11-18 14:30:00,25.8 °C,21.0 °C,26.3 °C,11.5 °C,28 °C,28.0 °C,60,48
2025-11-18 15:00:00,28.3 °C,21.5 °C,28.1 °C,11.5 °C,28 °C,28.0 °C,57,43
2025-11-18 15:30:00,31.2 °C,21.8 °C,31.3 °C,9.9 °C,28 °C,28.0 °C,58,48
2025-11-18 16:00:00,30.9 °C,21.9 °C,31.4 °C,9.5 °C,28 °C,28.0 °C,60,50
2025-11-18 16:30:00,28.7 °C,22.2 °C,29.5 °C,9.6 °C,28 °C,28.0 °C,61,53
2025-11-18 17:00:00,26.8 °C,22.3 °C,27.8 °C,9.0 °C,28 °C,28.0 °C,59,49
2025-11-18 17:30:00,26.1 °C,22.5 °C,26.6 °C,8.1 °C,28 °C,28.0 °C,66,55
2025-11-18 18:00:00,28.0 °C,22.5 °C,28.1 °C,8.2 °C,28 °C,28.0 °C,61,50
2025-11-18 18:30:00,30.5 °C,22.1 °C,29.7 °C,8.8 °C,28 °C,28.0 °C,66,55
2025-11-18 19:00:00,30.9 °C,22.4 °C,30.5 °C,8.0 °C,28 °C,28.0 °C,64,59
2025-11-18 19:30:00,28.6 °C,22.9 °C,29.4 °C,8.1 °C,28 °C,28.0 °C,62,51
2025-11-18 20:00:00,17.2 °C,21.8 °C,16.7 °C,8.0 °C,28 °C,28.0 °C,0,0
2025-11-18 20:30:00,17.0 °C,21.7 °C,16.4 °C,6.9 °C,28 °C,28.2 °C,0,0
2025-11-18 21:00:00,16.7 °C,21.7 °C,16.1 °C,5.9 °C,28 °C,28.4 °C,0,0
2025-11-18 21:30:00,16.4 °C,21.2 °C,16.2 °C,6.6 °C,28 °C,28.3 °C,0,0
2025-11-18 22:00:00,15.8 °C,21.0 °C,16.0 °C,5.3 °C,28 °C,28.5 °C,0,0
2025-11-18 22:30:00,15.4 °C,21.0 °C,16.6 °C,4.4 °C,28 °C,28.7 °C,0,0
2025-11-18 23:00:00,15.7 °C,21.0 °C,16.7 °C,5.2 °C,28 °C,28.6 °C,0,0
2025-11-18 23:30:00,15.3 °C,21.0 °C,16.7 °C,4.3 °C,28 °C,28.7 °C,0,0
2025-11-19 00:00:00,15.2 °C,21.0 °C,16.5 °C,4.5 °C,28 °C,28.7 °C,0,0
2025-11-19 00:30:00,14.6 °C,20.9 °C,15.9 °C,3.4 °C,28 °C,28.9 °C,0,0
2025-11-19 01:00:00,14.1 °C,20.7 °C,15.4 °C,3.2 °C,28 °C,29.0 °C,0,0
2025-11-19 01:30:00,14.7 °C,20.8 °C,15.6 °C,3.6 °C,28 °C,28.9 °C,0,0
2025-11-19 02:00:00,14.8 °C,20.9 °C,15.5 °C,3.0 °C,28 °C,29.0 °C,0,0
2025-11-19 02:30:00,14.4 °C,20.7 °C,15.7 °C,2.9 °C,28 °C,29.0 °C,0,0
2025-11-19 03:00:00,14.8 °C,20.8 °C,15.9 °C,3.3 °C,28 °C,28.9 °C,0,0
2025-11-19 03:30:00,14.6 °C,20.6 °C,16.0 °C,2.7 °C,28 °C,29.1 °C,0,0
2025-11-19 04:00:00,14.9 °C,20.8 °C,16.9 °C,4.1 °C,28 °C,28.8 °C,0,0
2025-11-19 04:30:00,14.9 °C,20.8 °C,17.0 °C,4.8 °C,28 °C,28.6 °C,0,0
2025-11-19 05:00:00,15.0 °C,20.9 °C,16.9 °C,4.6 °C,28 °C,28.7 °C,0,0
2025-11-19 05:30:00,15.3 °C,20.9 °C,16.4 °C,4.6 °C,28 °C,28.7 °C,0,0
2025-11-19 06:00:00,28.9 °C,21.8 °C,29.9 °C,6.0 °C,28 °C,28.4 °C,67,60
2025-11-19 06:30:00,31.4 °C,21.9 °C,32.1 °C,6.0 °C,28 °C,28.4 °C,66,59
2025-11-19 07:00:00,31.3 °C,22.1 °C,33.0 °C,6.1 °C,28 °C,28.4 °C,62,55
2025-11-19 07:30:00,28.2 °C,22.1 °C,29.5 °C,7.1 °C,28 °C,28.2 °C,61,49
2025-11-19 08:00:00,26.2 °C,22.1 °C,27.1 °C,6.7 °C,28 °C,28.3 °C,64,54
2025-11-19 08:30:00,25.9 °C,21.9 °C,27.2 °C,7.1 °C,28 °C,28.2 °C,69,63
2025-11-19 09:00:00,28.6 °C,21.5 °C,28.5 °C,7.7 °C,28 °C,28.1 °C,58,50
2025-11-19 09:30:00,31.6 °C,21.5 °C,32.1 °C,7.7 °C,28 °C,28.1 °C,65,52
2025-11-19 10:00:00,31.4 °C,21.2 °C,33.0 °C,7.4 °C,28 °C,28.1 °C,69,61
2025-11-19 10:30:00,29.4 °C,21.1 °C,31.4 °C,8.0 °C,28 °C,28.0 °C,66,55
2025-11-19 11:00:00,26.9 °C,20.9 °C,28.4 °C,9.0 °C,28 °C,28.0 °C,62,51
2025-11-19 11:30:00,27.1 °C,20.8 °C,28.3 °C,9.1 °C,28 °C,28.0 °C,61,52
2025-11-19 12:00:00,28.9 °C,20.8 °C,30.2 °C,8.9 °C,28 °C,28.0 °C,64,53
2025-11-19 12:30:00,31.0 °C,21.0 °C,32.5 °C,10.2 °C,28 °C,28.0 °C,65,53
2025-11-19 13:00:00,30.7 °C,21.1 °C,33.1 °C,10.8 °C,28 °C,28.0 °C,62,54
2025-11-19 13:30:00,28.8 °C,21.2 °C,32.0 °C,10.9 °C,28 °C,28.0 °C,61,52
2025-11-19 14:00:00,26.2 °C,21.6 °C,29.1 °C,11.6 °C,28 °C,28.0 °C,64,54
2025-11-19 14:30:00,26.4 °C,22.3 °C,29.0 °C,11.9 °C,28 °C,28.0 °C,61,55
2025-11-19 15:00:00,28.8 °C,22.4 °C,30.9 °C,12.9 °C,28 °C,28.0 °C,60,51
2025-11-19 15:30:00,31.0 °C,22.6 °C,33.5 °C,13.1 °C,28 °C,28.0 °C,62,53
2025-11-19 16:00:00,30.4 °C,22.5 °C,33.3 °C,12.0 °C,28 °C,28.0 °C,58,47
2025-11-19 16:30:00,27.3 °C,22.6 °C,30.1 °C,11.3 °C,28 °C,28.0 °C,69,57
2025-11-19 17:00:00,24.8 °C,22.1 °C,27.6 °C,10.7 °C,28 °C,28.0 °C,60,48
2025-11-19 17:30:00,24.8 °C,21.4 °C,28.6 °C,10.6 °C,28 °C,28.0 °C,59,51
2025-11-19 18:00:00,27.0 °C,20.9 °C,30.9 °C,10.0 °C,28 °C,28.0 °C,63,52
2025-11-19 18:30:00,29.6 °C,20.8 °C,32.3 °C,8.9 °C,28 °C,28.0 °C,65,60
2025-11-19 19:00:00,30.5 °C,21.3 °C,33.2 °C,8.8 °C,28 °C,28.0 °C,60,48
2025-11-19 19:30:00,28.7 °C,21.4 °C,31.4 °C,8.9 °C,28 °C,28.0 °C,57,45
2025-11-19 20:00:00,16.8 °C,20.4 °C,17.7 °C,8.3 °C,28 °C,28.0 °C,0,0
2025-11-19 20:30:00,16.7 °C,20.6 °C,17.2 °C,7.8 °C,28 °C,28.0 °C,0,0
2025-11-19 21:00:00,16.5 °C,20.7 °C,15.9 °C,6.6 °C,28 °C,28.3 °C,0,0
2025-11-19 21:30:00,16.6 °C,20.4 °C,15.2 °C,5.7 °C,28 °C,28.5 °C,0,0
2025-11-19 22:00:00,16.4 °C,20.5 °C,14.9 °C,4.9 °C,28 °C,28.6 °C,0,0
2025-11-19 22:30:00,16.8 °C,20.8 °C,14.8 °C,4.8 °C,28 °C,28.6 °C,0,0
2025-11-19 23:00:00,17.1 °C,21.3 °C,15.0 °C,4.4 °C,28 °C,28.7 °C,0,0
2025-11-19 23:30:00,16.9 °C,21.2 °C,14.0 °C,3.8 °C,28 °C,28.8 °C,0,0
2025-11-20 00:00:00,17.1 °C,21.6 °C,13.9 °C,3.0 °C,28 °C,29.0 °C,0,0
2025-11-20 00:30:00,16.5 °C,21.4 °C,13.7 °C,1.5 °C,28 °C,29.3 °C,0,0
2025-11-20 01:00:00,17.0 °C,21.9 °C,14.8 °C,2.3 °C,28 °C,29.1 °C,0,0
2025-11-20 01:30:00,16.2 °C,21.7 °C,14.1 °C,0.8 °C,28 °C,29.4 °C,0,0
2025-11-20 02:00:00,16.3 °C,21.8 °C,14.5 °C,1.1 °C,28 °C,29.4 °C,0,0
2025-11-20 02:30:00,16.6 °C,21.7 °C,13.9 °C,1.1 °C,28 °C,29.4 °C,0,0
2025-11-20 03:00:00,17.0 °C,22.0 °C,14.3 °C,1.0 °C,28 °C,29.4 °C,0,0
2025-11-20 03:30:00,17.3 °C,22.2 °C,15.0 °C,1.2 °C,28 °C,29.4 °C,0,0
2025-11-20 04:00:00,16.7 °C,21.8 °C,14.9 °C,1.0 °C,28 °C,29.4 °C,0,0
2025-11-20 04:30:00,16.6 °C,21.6 °C,15.0 °C,1.7 °C,28 °C,29.3 °C,0,0
2025-11-20 05:00:00,16.4 °C,22.1 °C,14.5 °C,1.3 °C,28 °C,29.3 °C,0,0
2025-11-20 05:30:00,16.6 °C,22.0 °C,15.3 °C,2.0 °C,28 °C,29.2 °C,0,0
2025-11-20 06:00:00,29.7 °C,23.0 °C,31.2 °C,2.1 °C,28 °C,29.2 °C,79,68
2025-11-20 06:30:00,31.8 °C,22.6 °C,33.1 °C,2.4 °C,28 °C,29.1 °C,76,67
2025-11-20 07:00:00,31.3 °C,22.4 °C,32.8 °C,2.8 °C,28 °C,29.0 °C,70,58
2025-11-20 07:30:00,28.6 °C,22.2 °C,29.9 °C,3.4 °C,28 °C,28.9 °C,71,60
2025-11-20 08:00:00,25.9 °C,22.4 °C,27.3 °C,4.4 °C,28 °C,28.7 °C,66,55
2025-11-20 08:30:00,25.4 °C,22.5 °C,25.9 °C,5.1 °C,28 °C,28.6 °C,70,60
2025-11-20 09:00:00,27.5 °C,22.7 °C,27.9 °C,6.4 °C,28 °C,28.3 °C,69,63
2025-11-20 09:30:00,29.5 °C,22.3 °C,30.5 °C,7.6 °C,28 °C,28.1 °C,70,60
2025-11-20 10:00:00,29.4 °C,22.4 °C,31.5 °C,8.3 °C,28 °C,28.0 °C,67,55
2025-11-20 10:30:00,27.0 °C,22.3 °C,29.8 °C,9.3 °C,28 °C,28.0 °C,63,52
2025-11-20 11:00:00,24.9 °C,21.7 °C,27.7 °C,10.9 °C,28 °C,28.0 °C,61,52
2025-11-20 11:30:00,25.0 °C,21.8 °C,27.9 °C,10.4 °C,28 °C,28.0 °C,59,47
2025-11-20 12:00:00,27.6 °C,22.1 °C,30.6 °C,11.4 °C,28 °C,28.0 °C,65,54
2025-11-20 12:30:00,30.2 °C,22.5 °C,32.8 °C,12.5 °C,28 °C,28.0 °C,57,46
2025-11-20 13:00:00,30.1 °C,22.4 °C,32.2 °C,12.9 °C,28 °C,28.0 °C,57,47
2025-11-20 13:30:00,28.0 °C,22.5 °C,30.2 °C,14.1 °C,28 °C,28.0 °C,57,46
2025-11-20 14:00:00,24.5 °C,22.6 °C,26.6 °C,15.0 °C,28 °C,28.0 °C,63,50
2025-11-20 23:30:00,16.1 °C,20.0 °C,15.4 °C,4.4 °C,28 °C,28.7 °C,0,0
2025-11-21 00:00:00,16.0 °C,20.5 °C,15.4 °C,4.0 °C,28 °C,28.8 °C,0,0
2025-11-21 00:30:00,16.0 °C,20.5 °C,15.4 °C,4.0 °C,28 °C,28.8 °C,0,0
2025-11-21 01:00:00,15.9 °C,19.8 °C,14.9 °C,3.4 °C,28 °C,28.9 °C,0,0
2025-11-21 01:30:00,16.0 °C,19.9 °C,15.5 °C,3.3 °C,28 °C,28.9 °C,0,0
2025-11-21 02:00:00,15.3 °C,19.9 °C,14.9 °C,2.3 °C,28 °C,29.1 °C,0,0
2025-11-21 02:30:00,15.2 °C,19.7 °C,15.0 °C,2.3 °C,28 °C,29.1 °C,0,0
2025-11-21 03:00:00,15.4 °C,20.1 °C,14.6 °C,1.8 °C,28 °C,29.2 °C,0,0
2025-11-21 03:30:00,15.9 °C,20.4 °C,15.2 °C,2.7 °C,28 °C,29.1 °C,0,0
2025-11-21 04:00:00,15.8 °C,20.5 °C,15.9 °C,2.8 °C,28 °C,29.0 °C,0,0
2025-11-21 04:30:00,15.6 °C,20.6 °C,16.0 °C,3.3 °C,28 °C,28.9 °C,0,0
2025-11-21 05:00:00,15.5 °C,20.7 °C,16.0 °C,3.6 °C,28 °C,28.9 °C,0,0
2025-11-21 05:30:00,15.4 °C,20.3 °C,15.9 °C,4.9 °C,28 °C,28.6 °C,0,0
2025-11-21 06:00:00,28.0 °C,21.3 °C,29.6 °C,4.2 °C,28 °C,28.8 °C,74,64
2025-11-21 06:30:00,30.4 °C,21.7 °C,31.6 °C,4.5 °C,28 °C,28.7 °C,70,61
2025-11-21 07:00:00,29.9 °C,21.9 °C,30.5 °C,4.3 °C,28 °C,28.7 °C,70,58
2025-11-21 07:30:00,27.3 °C,21.7 °C,29.1 °C,3.6 °C,28 °C,28.9 °C,66,57
2025-11-21 08:00:00,24.5 °C,21.7 °C,26.3 °C,3.7 °C,28 °C,28.9 °C,72,64
2025-11-21 08:30:00,24.1 °C,21.4 °C,26.1 °C,5.2 °C,28 °C,28.6 °C,68,61
2025-11-21 09:00:00,26.9 °C,21.5 °C,28.3 °C,5.8 °C,28 °C,28.4 °C,62,52
2025-11-21 09:30:00,29.3 °C,21.3 °C,30.0 °C,6.3 °C,28 °C,28.3 °C,66,60
2025-11-21 10:00:00,29.0 °C,21.1 °C,30.2 °C,7.5 °C,28 °C,28.1 °C,63,53
2025-11-21 10:30:00,26.5 °C,21.3 °C,27.2 °C,8.1 °C,28 °C,28.0 °C,64,55
2025-11-21 11:00:00,23.4 °C,21.1 °C,24.9 °C,9.0 °C,28 °C,28.0 °C,59,49
2025-11-21 11:30:00,23.9 °C,21.0 °C,26.3 °C,9.7 °C,28 °C,28.0 °C,57,50
2025-11-21 12:00:00,25.6 °C,21.2 °C,27.5 °C,10.4 °C,28 °C,28.0 °C,60,51
2025-11-21 12:30:00,28.0 °C,20.8 °C,29.7 °C,10.5 °C,28 °C,28.0 °C,59,48
2025-11-21 13:00:00,28.2 °C,20.9 °C,28.7 °C,11.4 °C,28 °C,28.0 °C,59,51
2025-11-21 13:30:00,26.2 °C,20.6 °C,25.9 °C,10.8 °C,28 °C,28.0 °C,56,45
2025-11-21 14:00:00,24.0 °C,20.3 °C,24.3 °C,11.0 °C,28 °C,28.0 °C,60,50
2025-11-21 14:30:00,24.1 °C,20.8 °C,25.3 °C,11.7 °C,28 °C,28.0 °C,62,49
2025-11-21 15:00:00,27.3 °C,20.7 °C,28.1 °C,11.6 °C,28 °C,28.0 °C,61,52
2025-11-21 15:30:00,30.6 °C,20.7 °C,31.2 °C,11.3 °C,28 °C,28.0 °C,59,45
2025-11-21 16:00:00,30.6 °C,21.0 °C,30.5 °C,12.5 °C,28 °C,28.0 °C,55,44
2025-11-21 16:30:00,28.1 °C,21.5 °C,27.7 °C,13.0 °C,28 °C,28.0 °C,57,45
2025-11-21 17:00:00,25.6 °C,21.5 °C,26.1 °C,12.6 °C,28 °C,28.0 °C,58,46
2025-11-21 17:30:00,25.4 °C,21.8 °C,26.2 °C,11.5 °C,28 °C,28.0 °C,63,52
2025-11-21 18:00:00,28.0 °C,21.7 °C,28.0 °C,9.7 °C,28 °C,28.0 °C,63,51
2025-11-21 18:30:00,30.9 °C,21.7 °C,31.4 °C,9.7 °C,28 °C,28.0 °C,61,53
2025-11-21 19:00:00,29.9 °C,21.7 °C,31.7 °C,10.0 °C,28 °C,28.0 °C,59,49
2025-11-21 19:30:00,27.4 °C,21.8 °C,29.1 °C,9.6 °C,28 °C,28.0 °C,65,55
2025-11-21 20:00:00,17.4 °C,21.1 °C,16.6 °C,7.8 °C,28 °C,28.0 °C,0,0
2025-11-21 20:30:00,17.1 °C,20.7 °C,16.7 °C,7.4 °C,28 °C,28.1 °C,0,0
2025-11-21 21:00:00,16.4 °C,20.5 °C,16.1 °C,6.5 °C,28 °C,28.3 °C,0,0
2025-11-21 21:30:00,16.0 °C,20.4 °C,16.0 °C,6.0 °C,28 °C,28.4 °C,0,0
2025-11-21 22:00:00,16.2 °C,20.2 °C,15.5 °C,6.6 °C,28 °C,28.3 °C,0,0
2025-11-21 22:30:00,16.3 °C,20.3 °C,15.5 °C,6.4 °C,28 °C,28.3 °C,0,0
2025-11-21 23:00:00,16.5 °C,20.4 °C,16.2 °C,6.0 °C,28 °C,28.4 °C,0,0
2025-11-21 23:30:00,16.5 °C,20.5 °C,16.2 °C,5.3 °C,28 °C,28.5 °C,0,0
2025-11-22 00:00:00,16.1 °C,20.4 °C,16.0 °C,4.8 °C,28 °C,28.6 °C,0,0
2025-11-22 00:30:00,15.2 °C,20.8 °C,16.0 °C,3.9 °C,28 °C,28.8 °C,0,0
2025-11-22 01:00:00,15.3 °C,20.8 °C,15.9 °C,3.8 °C,28 °C,28.8 °C,0,0
2025-11-22 01:30:00,14.9 °C,20.8 °C,15.8 °C,3.3 °C,28 °C,28.9 °C,0,0
2025-11-22 02:00:00,14.9 °C,20.8 °C,15.9 °C,2.5 °C,28 °C,29.1 °C,0,0
2025-11-22 02:30:00,15.5 °C,21.0 °C,15.9 °C,2.8 °C,28 °C,29.0 °C,0,0
2025-11-22 03:00:00,14.9 °C,21.0 °C,15.7 °C,1.4 °C,28 °C,29.3 °C,0,0
2025-11-22 03:30:00,14.8 °C,20.8 °C,15.1 °C,1.1 °C,28 °C,29.4 °C,0,0
2025-11-22 04:00:00,15.5 °C,21.2 °C,15.4 °C,1.7 °C,28 °C,29.3 °C,0,0
2025-11-22 04:30:00,15.9 °C,21.3 °C,15.4 °C,2.7 °C,28 °C,29.1 °C,0,0
2025-11-22 05:00:00,15.9 °C,21.0 °C,15.4 °C,3.2 °C,28 °C,29.0 °C,0,0
2025-11-22 05:30:00,15.0 °C,20.5 °C,15.1 °C,3.0 °C,28 °C,29.0 °C,0,0
2025-11-22 06:00:00,15.3 °C,20.7 °C,15.5 °C,3.4 °C,28 °C,28.9 °C,0,0
2025-11-22 06:30:00,15.7 °C,21.0 °C,16.0 °C,4.0 °C,28 °C,28.8 °C,0,0
2025-11-22 07:00:00,30.6 °C,22.0 °C,32.4 °C,5.4 °C,28 °C,28.5 °C,68,54
2025-11-22 07:30:00,28.3 °C,22.1 °C,30.2 °C,6.3 °C,28 °C,28.3 °C,65,55
2025-11-22 08:00:00,25.0 °C,22.3 °C,27.1 °C,7.3 °C,28 °C,28.1 °C,63,53
2025-11-22 08:30:00,24.7 °C,22.2 °C,26.9 °C,7.7 °C,28 °C,28.1 °C,68,59
2025-11-22 09:00:00,27.2 °C,21.7 °C,29.4 °C,7.5 °C,28 °C,28.1 °C,53,46
2025-11-22 09:30:00,29.6 °C,21.6 °C,32.5 °C,7.1 °C,28 °C,28.2 °C,72,59
2025-11-22 10:00:00,30.0 °C,21.8 °C,32.9 °C,7.5 °C,28 °C,28.1 °C,64,55
2025-11-22 10:30:00,27.3 °C,21.9 °C,29.9 °C,8.5 °C,28 °C,28.0 °C,55,50
2025-11-22 11:00:00,25.2 °C,21.8 °C,28.7 °C,8.7 °C,28 °C,28.0 °C,70,57
2025-11-22 11:30:00,25.4 °C,21.7 °C,28.4 °C,9.5 °C,28 °C,28.0 °C,54,42
2025-11-22 12:00:00,27.8 °C,21.7 °C,31.6 °C,9.4 °C,28 °C,28.0 °C,54,46
2025-11-22 12:30:00,30.6 °C,21.6 °C,33.2 °C,9.5 °C,28 °C,28.0 °C,58,49
2025-11-22 13:00:00,29.9 °C,21.6 °C,32.3 °C,10.7 °C,28 °C,28.0 °C,60,50
2025-11-22 13:30:00,27.5 °C,21.7 °C,29.0 °C,11.4 °C,28 °C,28.0 °C,64,55
2025-11-22 14:00:00,17.7 °C,20.6 °C,18.5 °C,11.3 °C,28 °C,28.0 °C,0,0
2025-11-22 14:30:00,18.0 °C,20.8 °C,18.8 °C,10.9 °C,28 °C,28.0 °C,0,0
2025-11-22 15:00:00,18.6 °C,20.8 °C,19.2 °C,11.5 °C,28 °C,28.0 °C,0,0
2025-11-22 15:30:00,18.9 °C,20.9 °C,19.4 °C,11.9 °C,28 °C,28.0 °C,0,0
2025-11-22 16:00:00,19.4 °C,20.9 °C,19.5 °C,12.1 °C,28 °C,28.0 °C,0,0
2025-11-22 16:30:00,19.6 °C,21.3 °C,19.2 °C,11.6 °C,28 °C,28.0 °C,0,0
2025-11-22 17:00:00,18.8 °C,21.4 °C,19.2 °C,10.6 °C,28 °C,28.0 °C,0,0
2025-11-22 17:30:00,18.5 °C,21.4 °C,19.0 °C,10.3 °C,28 °C,28.0 °C,0,0
2025-11-22 18:00:00,18.8 °C,21.4 °C,19.0 °C,10.7 °C,28 °C,28.0 °C,0,0
2025-11-22 18:30:00,18.7 °C,21.9 °C,19.2 °C,9.6 °C,28 °C,28.0 °C,0,0
2025-11-22 19:00:00,18.4 °C,21.8 °C,18.8 °C,9.1 °C,28 °C,28.0 °C,0,0
2025-11-22 19:30:00,18.2 °C,21.7 °C,18.6 °C,9.5 °C,28 °C,28.0 °C,0,0
2025-11-22 20:00:00,18.3 °C,21.7 °C,18.6 °C,8.6 °C,28 °C,28.0 °C,0,0
2025-11-22 20:30:00,18.0 °C,21.1 °C,17.4 °C,7.9 °C,28 °C,28.0 °C,0,0
2025-11-22 21:00:00,17.4 °C,21.1 °C,17.1 °C,6.4 °C,28 °C,28.3 °C,0,0
2025-11-22 21:30:00,17.3 °C,21.3 °C,16.8 °C,6.2 °C,28 °C,28.4 °C,0,0
2025-11-22 22:00:00,17.3 °C,21.4 °C,16.0 °C,5.1 °C,28 °C,28.6 °C,0,0
2025-11-22 22:30:00,17.3 °C,21.7 °C,16.0 °C,3.6 °C,28 °C,28.9 °C,0,0
2025-11-22 23:00:00,16.6 °C,21.8 °C,15.9 °C,2.6 °C,28 °C,29.1 °C,0,0
2025-11-22 23:30:00,16.6 °C,21.8 °C,15.7 °C,2.4 °C,28 °C,29.1 °C,0,0
2025-11-23 00:00:00,16.4 °C,21.9 °C,15.0 °C,1.0 °C,28 °C,29.4 °C,0,0
2025-11-23 00:30:00,16.0 °C,21.9 °C,14.9 °C,0.0 °C,28 °C,29.6 °C,0,0
2025-11-23 01:00:00,15.7 °C,21.7 °C,14.8 °C,0.3 °C,28 °C,29.5 °C,0,0
2025-11-23 01:30:00,15.3 °C,21.6 °C,14.9 °C,0.2 °C,28 °C,29.6 °C,0,0
2025-11-23 02:00:00,13.9 °C,20.9 °C,14.1 °C,-0.4 °C,28 °C,29.7 °C,0,0
2025-11-23 02:30:00,14.0 °C,21.3 °C,14.3 °C,-0.4 °C,28 °C,29.7 °C,0,0
2025-11-23 03:00:00,13.9 °C,21.2 °C,15.0 °C,0.8 °C,28 °C,29.4 °C,0,0
2025-11-23 03:30:00,14.0 °C,20.9 °C,14.7 °C,1.7 °C,28 °C,29.3 °C,0,0
2025-11-23 04:00:00,14.1 °C,20.8 °C,14.3 °C,1.8 °C,28 °C,29.2 °C,0,0
2025-11-23 04:30:00,14.4 °C,21.3 °C,14.6 °C,2.5 °C,28 °C,29.1 °C,0,0
2025-11-23 05:00:00,15.0 °C,21.2 °C,14.9 °C,2.8 °C,28 °C,29.0 °C,0,0
2025-11-23 05:30:00,15.3 °C,21.2 °C,15.3 °C,2.0 °C,28 °C,29.2 °C,0,0
